city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_70,0.698,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,2,Large-org.,Other,1,140,1.0
city_21,0.624,Undefined,No relevent experience,Full time course,Masters,STEM,1,Undefined,Pvt Ltd,0,16,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Large-org.,Pvt Ltd,1,32,0.0
city_23,0.899,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,0,39,0.0
city_20,0.7959999999999999,Undefined,No relevent experience,no_enrollment,Graduate,STEM,1,Small & Medium-org.,Pvt Ltd,0,88,0.0
city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,1,20,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,5,18,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Undefined,Pvt Ltd,0,28,1.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,Arts,12,Small & Medium-org.,Pvt Ltd,3,28,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Early Stage Startup,1,2,1.0
city_61,0.913,Undefined,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,1,116,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,4,Small & Medium-org.,Pvt Ltd,1,24,0.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Funded Startup,1,26,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,24,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Large-org.,Pvt Ltd,1,330,0.0
city_21,0.624,Undefined,No relevent experience,Full time course,Graduate,STEM,3,Undefined,Pvt Ltd,0,44,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Humanities,21,Small & Medium-org.,Pvt Ltd,5,107,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Large-org.,Pvt Ltd,1,11,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,Undefined,Pvt Ltd,1,107,0.0
city_73,0.754,Undefined,No relevent experience,no_enrollment,Primary School,STEM,2,Undefined,Pvt Ltd,0,102,0.0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Large-org.,Pvt Ltd,2,158,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Funded Startup,1,59,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,74,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,60,1.0
city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,3,Undefined,Pvt Ltd,1,12,1.0
city_100,0.887,Undefined,No relevent experience,no_enrollment,Masters,STEM,8,Undefined,Pvt Ltd,2,88,1.0
city_26,0.698,Male,Has relevent experience,Full time course,High School,STEM,6,Small & Medium-org.,Pvt Ltd,1,78,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Large-org.,Pvt Ltd,5,50,0.0
city_16,0.91,Male,No relevent experience,Full time course,High School,STEM,2,Undefined,Pvt Ltd,0,16,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Large-org.,Pvt Ltd,1,111,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Large-org.,Pvt Ltd,2,62,0.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,1,108,0.0
city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Small & Medium-org.,Pvt Ltd,1,91,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Funded Startup,2,71,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,5,102,1.0
city_143,0.74,Male,No relevent experience,Full time course,Graduate,STEM,2,Undefined,Pvt Ltd,0,141,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Large-org.,Pvt Ltd,1,167,1.0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,14,Small & Medium-org.,Pvt Ltd,5,17,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Graduate,No Major,21,Undefined,Pvt Ltd,5,148,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Masters,STEM,3,Small & Medium-org.,Funded Startup,2,60,0.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,3,Undefined,Pvt Ltd,0,12,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Undefined,NGO,1,166,0.0
city_36,0.893,Male,No relevent experience,Part time course,High School,STEM,5,Small & Medium-org.,Pvt Ltd,1,32,0.0
city_19,0.682,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,2,74,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Large-org.,Pvt Ltd,1,13,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,1,12,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Small & Medium-org.,Pvt Ltd,5,41,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,0,11,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Large-org.,NGO,2,5,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,5,32,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,1,78,1.0
city_16,0.91,Undefined,No relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,18,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,156,0.0
city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Undefined,Pvt Ltd,4,15,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,0,Large-org.,Pvt Ltd,0,28,1.0
city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,Undefined,Pvt Ltd,1,82,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Large-org.,Pvt Ltd,1,222,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,17,Large-org.,Pvt Ltd,5,22,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,High School,STEM,11,Small & Medium-org.,Pvt Ltd,1,36,0.0
city_90,0.698,Undefined,Has relevent experience,Full time course,Masters,STEM,9,Small & Medium-org.,Pvt Ltd,3,30,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Pvt Ltd,2,168,0.0
city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,Small & Medium-org.,Public Sector,3,156,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Large-org.,Pvt Ltd,2,29,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,1,37,0.0
city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,Undefined,Pvt Ltd,4,41,1.0
city_152,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Large-org.,Pvt Ltd,1,146,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Large-org.,Pvt Ltd,5,37,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Undefined,Pvt Ltd,5,24,0.0
city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Early Stage Startup,4,7,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,Humanities,21,Undefined,Pvt Ltd,0,15,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,1,21,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Large-org.,Pvt Ltd,0,216,1.0
city_28,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,8,Large-org.,Pvt Ltd,1,114,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,Undefined,Pvt Ltd,1,41,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,Undefined,Pvt Ltd,1,220,0.0
city_21,0.624,Undefined,No relevent experience,Full time course,High School,STEM,4,Small & Medium-org.,Early Stage Startup,0,4,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Small & Medium-org.,Pvt Ltd,4,34,0.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Small & Medium-org.,Pvt Ltd,5,126,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,1,28,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Public Sector,2,135,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,High School,STEM,21,Large-org.,Pvt Ltd,2,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,Large-org.,Other,1,80,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Pvt Ltd,2,113,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,Small & Medium-org.,Pvt Ltd,4,30,1.0
city_33,0.4479999999999999,Undefined,Has relevent experience,Part time course,Graduate,STEM,10,Small & Medium-org.,NGO,5,48,1.0
city_103,0.92,Undefined,No relevent experience,no_enrollment,Primary School,STEM,8,Undefined,Pvt Ltd,0,110,0.0
city_90,0.698,Male,No relevent experience,Part time course,Masters,STEM,3,Small & Medium-org.,Pvt Ltd,3,149,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,5,39,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,4,7,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Large-org.,Pvt Ltd,2,18,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Small & Medium-org.,Public Sector,2,16,0.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,12,Undefined,Pvt Ltd,0,50,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,30,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Large-org.,Pvt Ltd,3,47,0.0
city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,0,31,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,17,Undefined,Pvt Ltd,1,43,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,3,69,0.0
city_21,0.624,Undefined,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,0,37,1.0
city_67,0.855,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,20,0.0
city_19,0.682,Other,No relevent experience,Full time course,Graduate,Other,13,Undefined,Pvt Ltd,2,42,0.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Early Stage Startup,1,23,0.0
city_103,0.92,Female,No relevent experience,Part time course,Graduate,STEM,3,Undefined,Pvt Ltd,0,45,0.0
city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,48,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,14,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,4,Undefined,Pvt Ltd,2,76,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Public Sector,5,140,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Large-org.,Pvt Ltd,5,36,1.0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,2,Small & Medium-org.,Funded Startup,0,55,0.0
city_45,0.89,Undefined,No relevent experience,Full time course,High School,STEM,4,Undefined,Pvt Ltd,0,326,1.0
city_64,0.6659999999999999,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,2,Undefined,Pvt Ltd,1,7,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Undefined,Pvt Ltd,4,19,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,33,0.0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,1,240,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,21,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,4,15,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,2,45,0.0
city_141,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Small & Medium-org.,Pvt Ltd,2,50,0.0
city_149,0.6890000000000001,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Funded Startup,1,63,0.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,Small & Medium-org.,NGO,1,39,0.0
city_103,0.92,Undefined,No relevent experience,Full time course,Graduate,STEM,5,Undefined,Pvt Ltd,1,18,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Early Stage Startup,1,165,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Small & Medium-org.,Pvt Ltd,5,62,0.0
city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,1,27,0.0
city_160,0.92,Undefined,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,5,72,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,Small & Medium-org.,Pvt Ltd,1,62,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,21,Small & Medium-org.,Funded Startup,2,4,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Public Sector,5,3,0.0
city_101,0.5579999999999999,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,1,100,1.0
city_160,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,10,Undefined,Pvt Ltd,1,79,1.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Large-org.,Pvt Ltd,1,139,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Large-org.,Pvt Ltd,1,47,0.0
city_103,0.92,Undefined,Has relevent experience,Part time course,Graduate,Business Degree,14,Small & Medium-org.,Pvt Ltd,1,9,1.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,3,Large-org.,Pvt Ltd,1,22,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Large-org.,Pvt Ltd,1,222,0.0
city_103,0.92,Male,Has relevent experience,Full time course,High School,STEM,5,Large-org.,Pvt Ltd,1,34,0.0
city_28,0.939,Female,No relevent experience,Part time course,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,24,0.0
city_21,0.624,Undefined,No relevent experience,no_enrollment,Graduate,STEM,2,Undefined,Pvt Ltd,1,43,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Large-org.,Pvt Ltd,1,194,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Small & Medium-org.,Pvt Ltd,3,7,0.0
city_114,0.926,Male,Has relevent experience,Full time course,High School,STEM,10,Small & Medium-org.,Other,0,40,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Small & Medium-org.,Funded Startup,1,57,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Graduate,STEM,16,Small & Medium-org.,Pvt Ltd,1,105,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,2,61,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Undefined,Pvt Ltd,2,18,0.0
city_114,0.926,Female,No relevent experience,no_enrollment,Masters,STEM,6,Small & Medium-org.,Public Sector,5,4,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,STEM,7,Undefined,Pvt Ltd,0,22,0.0
city_123,0.738,Undefined,Has relevent experience,Full time course,Graduate,STEM,13,Small & Medium-org.,Pvt Ltd,0,73,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,1,43,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,High School,STEM,10,Undefined,Pvt Ltd,1,96,0.0
city_16,0.91,Undefined,No relevent experience,Full time course,Graduate,STEM,1,Undefined,Pvt Ltd,1,26,1.0
city_134,0.698,Undefined,No relevent experience,no_enrollment,Graduate,STEM,0,Undefined,Pvt Ltd,0,33,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,176,0.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,1,Small & Medium-org.,Pvt Ltd,0,20,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Large-org.,Pvt Ltd,2,314,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Small & Medium-org.,Pvt Ltd,5,5,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,Small & Medium-org.,Pvt Ltd,2,74,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,0,Small & Medium-org.,Funded Startup,1,103,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Pvt Ltd,5,33,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Small & Medium-org.,Pvt Ltd,5,108,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,18,Small & Medium-org.,NGO,1,72,0.0
city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,2,56,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,2,118,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,NGO,1,72,1.0
city_104,0.924,Undefined,No relevent experience,Full time course,Graduate,STEM,2,Small & Medium-org.,Early Stage Startup,0,84,0.0
city_103,0.92,Undefined,No relevent experience,no_enrollment,Graduate,STEM,4,Undefined,Pvt Ltd,2,25,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Small & Medium-org.,Funded Startup,1,90,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Small & Medium-org.,Pvt Ltd,1,29,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Small & Medium-org.,Pvt Ltd,1,13,0.0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Large-org.,Pvt Ltd,2,64,0.0
city_142,0.727,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,3,94,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,2,97,1.0
city_21,0.624,Undefined,No relevent experience,Full time course,Graduate,STEM,5,Large-org.,Pvt Ltd,5,14,1.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,Small & Medium-org.,Funded Startup,1,90,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Phd,STEM,3,Undefined,Pvt Ltd,0,94,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Large-org.,Pvt Ltd,1,6,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Small & Medium-org.,Pvt Ltd,1,8,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,2,15,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,Undefined,Pvt Ltd,0,56,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,3,100,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,Small & Medium-org.,Funded Startup,2,22,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,STEM,0,Large-org.,Public Sector,2,85,0.0
city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,Undefined,Pvt Ltd,1,75,1.0
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,Large-org.,Pvt Ltd,1,43,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,1,2,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,4,43,0.0
city_98,0.949,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Funded Startup,2,35,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,Small & Medium-org.,Pvt Ltd,3,29,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Undefined,Early Stage Startup,0,48,1.0
city_74,0.579,Undefined,No relevent experience,Part time course,High School,STEM,3,Undefined,Pvt Ltd,0,21,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Undefined,Pvt Ltd,1,50,1.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Public Sector,2,78,0.0
city_114,0.926,Undefined,Has relevent experience,no_enrollment,Primary School,STEM,3,Small & Medium-org.,Pvt Ltd,0,86,0.0
city_104,0.924,Male,No relevent experience,Full time course,High School,STEM,1,Small & Medium-org.,Pvt Ltd,1,39,0.0
city_123,0.738,Undefined,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,0,9,1.0
city_93,0.865,Male,Has relevent experience,no_enrollment,High School,STEM,16,Small & Medium-org.,Pvt Ltd,1,104,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,3,100,0.0
city_158,0.7659999999999999,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,5,97,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,4,68,0.0
city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Undefined,Pvt Ltd,0,31,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Graduate,STEM,0,Small & Medium-org.,Pvt Ltd,2,36,1.0
city_160,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,83,1.0
city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Large-org.,Pvt Ltd,2,29,1.0
city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,1,Small & Medium-org.,Pvt Ltd,1,5,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,3,108,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,3,143,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Public Sector,2,202,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,53,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,Humanities,2,Small & Medium-org.,Pvt Ltd,1,4,0.0
city_89,0.925,Undefined,No relevent experience,Full time course,Masters,STEM,15,Small & Medium-org.,Pvt Ltd,2,83,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Large-org.,Pvt Ltd,2,102,0.0
city_21,0.624,Undefined,Has relevent experience,Part time course,Graduate,STEM,3,Large-org.,Pvt Ltd,3,210,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Small & Medium-org.,Funded Startup,1,34,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,2,76,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,1,4,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,5,Undefined,Pvt Ltd,1,140,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,11,Small & Medium-org.,Pvt Ltd,1,136,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,Undefined,Pvt Ltd,1,79,0.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Large-org.,NGO,2,8,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,0,Undefined,Pvt Ltd,0,105,0.0
city_83,0.923,Female,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,4,33,0.0
city_103,0.92,Male,No relevent experience,Part time course,High School,STEM,5,Undefined,Pvt Ltd,1,96,0.0
city_116,0.743,Female,Has relevent experience,no_enrollment,Masters,Other,9,Small & Medium-org.,Pvt Ltd,4,9,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,5,17,0.0
city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,3,Large-org.,Pvt Ltd,1,63,1.0
city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,14,Large-org.,Pvt Ltd,2,168,0.0
city_103,0.92,Male,Has relevent experience,Full time course,High School,STEM,5,Undefined,Pvt Ltd,1,54,0.0
city_65,0.802,Male,Has relevent experience,Part time course,Graduate,No Major,9,Large-org.,Pvt Ltd,1,13,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,2,110,1.0
