city,city_development_index,experience,company_size,last_new_job,training_hours,target,gender Female,gender Male,gender Other,gender Undefined,relevent_experience Has relevent experience,relevent_experience No relevent experience,enrolled_university Full time course,enrolled_university Part time course,enrolled_university no_enrollment,education_level Graduate,education_level High School,education_level Masters,education_level Phd,education_level Primary School,major_discipline Arts,major_discipline Business Degree,major_discipline Humanities,major_discipline No Major,major_discipline Other,major_discipline STEM,company_type Early Stage Startup,company_type Funded Startup,company_type NGO,company_type Other,company_type Public Sector,company_type Pvt Ltd
103,-0.04413029727684965,5.576298126651183,1,0.6931471805599453,3.65829080106677,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,-0.05886565751859643,6.022866377400789,0,0.6931471805599453,6.232975543013922,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,-0.06582272428503738,4.601887990642422,0,0.6931471805599453,7.07524885720467,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,4.060961901053334,2,0.0,5.634885920145661,0.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,5.104436473296454,1,1.791759469228055,4.5023845742884,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83,-0.043277142229616365,10.27158153110853,1,1.791759469228055,6.336429584329362,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,-0.06210936810096762,7.987118815062776,0,0.0,5.494240044420328,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,-1.0173571894581195,1,0.6931471805599453,3.156278884346509,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
162,-0.06251765811800884,3.4699883298945324,1,0.0,5.098401596969578,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
162,-0.06251765811800884,4.601887990642422,1,0.6931471805599453,5.634885920145661,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,2,0.0,3.036840353774468,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
138,-0.058072252939463685,2.0427257440778885,1,0.6931471805599453,4.821239671223904,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
114,-0.04238594281992869,10.27158153110853,0,1.791759469228055,5.982460212682969,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.576298126651183,1,0.6931471805599453,3.156278884346509,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,6.022866377400789,2,0.6931471805599453,6.796854353608476,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,8.340146945171751,0,0.6931471805599453,5.70208702658193,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.104436473296454,1,0.6931471805599453,3.65829080106677,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,0,1.0986122886681098,6.577337648426337,1.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12,-0.0656360411140606,4.601887990642422,0,0.6931471805599453,5.734964859147202,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
102,-0.06055617196067113,2.0427257440778885,0,1.0986122886681098,4.771345201944049,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,-0.060683521913799145,-1.0173571894581195,0,1.0986122886681098,2.908761154075305,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,3.4699883298945324,2,1.0986122886681098,3.3737438300870375,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,6.448100708918908,1,1.791759469228055,8.410524489102011,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7,-0.06554513730554841,6.022866377400789,1,0.6931471805599453,7.360430505449354,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,1.0763719956934432,2,0.0,4.5023845742884,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,-0.03803299998795724,10.27158153110853,0,1.791759469228055,6.53100936766458,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,-1.0173571894581195,0,0.6931471805599453,3.65829080106677,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,-0.06582272428503738,5.576298126651183,1,0.6931471805599453,5.054608523070654,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,7.987118815062776,0,1.0986122886681098,3.473498449327008,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104,-0.04298439955578926,10.27158153110853,0,1.791759469228055,6.689507235147521,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.601887990642422,2,0.6931471805599453,5.530226477864899,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
103,-0.04413029727684965,10.27158153110853,2,1.791759469228055,8.567168762943096,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.05608942537086867,10.27158153110853,1,1.0986122886681098,3.9055943076480215,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72,-0.06110776509125242,10.27158153110853,1,1.791759469228055,6.6674741379841285,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
103,-0.04413029727684965,9.016475440104003,1,1.3862943611198906,3.8266430216040646,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
101,-0.06635397062685557,5.576298126651183,2,0.0,5.305128925840359,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,2,1.0986122886681098,5.767380761741793,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.601887990642422,0,1.6094379124341003,6.285256066922505,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,3.4699883298945324,0,0.6931471805599453,1.8271436766103204,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
105,-0.0611657577995554,4.601887990642422,1,0.6931471805599453,3.8266430216040646,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,-0.03803299998795724,10.27158153110853,0,1.3862943611198906,0.7308917818884136,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
105,-0.0611657577995554,6.022866377400789,1,1.791759469228055,8.410524489102011,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.05608942537086867,7.245954608194154,2,0.6931471805599453,6.577337648426337,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,-0.06498891186914361,7.245954608194154,1,1.3862943611198906,4.192953934458125,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.060961901053334,1,0.6931471805599453,2.4551835885450153,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,6.022866377400789,1,1.0986122886681098,3.981463099346513,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,9.658592990732298,1,1.791759469228055,6.577337648426337,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16,-0.046722899633534806,6.022866377400789,1,0.6931471805599453,5.634885920145661,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
103,-0.04413029727684965,6.448100708918908,2,1.0986122886681098,6.36161706641997,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,5.104436473296454,1,0.6931471805599453,7.185888254570723,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,3.4699883298945324,1,0.0,3.65829080106677,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
100,-0.05147716805339935,10.27158153110853,1,0.0,3.744319767921057,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,-0.060683521913799145,5.576298126651183,0,1.0986122886681098,9.445067450309036,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,-0.03803299998795724,10.27158153110853,2,1.0986122886681098,3.3737438300870375,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,2.0427257440778885,2,0.0,2.770535903016218,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.06304386642061029,2.8095982716820473,1,1.791759469228055,4.96427675172213,0.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.576298126651183,2,0.6931471805599453,4.192953934458125,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
101,-0.06635397062685557,-1.0173571894581195,1,0.6931471805599453,7.617690489070818,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21,-0.06582272428503738,2.8095982716820473,2,0.6931471805599453,4.258737243913168,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,-0.06104913566051079,6.855011997926303,1,1.791759469228055,4.192953934458125,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,1,1.791759469228055,5.420498568152299,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,6.022866377400789,0,1.791759469228055,4.5023845742884,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
106,-0.06466624215360443,9.34146061390593,0,1.6094379124341003,4.96427675172213,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,-1.0173571894581195,2,0.0,5.634885920145661,1.0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,1,0.6931471805599453,6.386546375158718,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.104436473296454,0,1.0986122886681098,4.614160650970413,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,10.27158153110853,1,0.6931471805599453,5.141332425026924,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11,-0.0663984588105094,8.340146945171751,1,1.791759469228055,3.3737438300870375,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
143,-0.06353757874037902,3.4699883298945324,2,0.6931471805599453,3.9055943076480215,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.05608942537086867,6.022866377400789,0,1.0986122886681098,8.631767316906958,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,-0.04413029727684965,7.987118815062776,2,0.6931471805599453,5.767380761741793,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78,-0.06621945071293543,2.0427257440778885,2,0.6931471805599453,2.620211151156812,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.104436473296454,1,0.6931471805599453,5.420498568152299,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.06304386642061029,3.4699883298945324,0,0.6931471805599453,9.156580560321714,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,2.8095982716820473,1,1.0986122886681098,6.600180419114222,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.060961901053334,1,0.6931471805599453,3.3737438300870375,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,4.060961901053334,1,1.0986122886681098,3.2682627375103257,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,6.448100708918908,1,0.6931471805599453,6.179533937404811,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,9.968460867297543,2,1.0986122886681098,5.141332425026924,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,7.987118815062776,1,0.6931471805599453,5.494240044420328,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,-0.03803299998795724,1.0763719956934432,2,0.6931471805599453,6.20640341391263,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.576298126651183,1,0.6931471805599453,5.565650444904812,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.06304386642061029,5.576298126651183,1,0.6931471805599453,5.420498568152299,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
150,-0.06466624215360443,5.104436473296454,2,0.0,6.796854353608476,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10,-0.04998977910564196,9.016475440104003,1,0.6931471805599453,5.098401596969578,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16,-0.046722899633534806,10.27158153110853,1,1.6094379124341003,2.908761154075305,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,6.448100708918908,1,1.0986122886681098,6.179533937404811,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,-0.060683521913799145,5.104436473296454,1,0.6931471805599453,3.568168419525467,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,-0.05093802597929888,6.022866377400789,1,1.791759469228055,6.577337648426337,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.05608942537086867,10.27158153110853,1,1.0986122886681098,8.7157098492382,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,1,1.3862943611198906,2.908761154075305,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104,-0.04298439955578926,5.104436473296454,1,0.6931471805599453,7.866433822972448,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16,-0.046722899633534806,6.448100708918908,1,1.6094379124341003,2.620211151156812,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,-0.05608942537086867,4.060961901053334,2,0.0,4.821239671223904,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,-0.05886565751859643,4.060961901053334,1,0.6931471805599453,2.0651196877439406,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,-0.03803299998795724,6.855011997926303,0,1.791759469228055,6.124872981450852,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,9.34146061390593,1,1.3862943611198906,6.435653275715023,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
150,-0.06466624215360443,7.987118815062776,1,1.791759469228055,4.124933702466748,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
61,-0.045983474937016613,10.27158153110853,1,0.6931471805599453,6.259257467107362,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,9.968460867297543,0,1.791759469228055,5.634885920145661,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
102,-0.06055617196067113,7.62281183419631,1,0.6931471805599453,3.981463099346513,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,9.016475440104003,1,1.0986122886681098,2.4551835885450153,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
93,-0.0548446427070737,10.27158153110853,2,1.791759469228055,2.4551835885450153,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,2,0.6931471805599453,5.600530923515379,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,6.022866377400789,1,0.6931471805599453,6.179533937404811,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.8095982716820473,2,0.6931471805599453,5.668732535805238,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,1,0.6931471805599453,4.821239671223904,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,2.0427257440778885,2,0.0,7.617690489070818,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,1,1.791759469228055,7.693254714547472,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,6.855011997926303,1,0.6931471805599453,1.5452331942640736,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
116,-0.06343758301020344,2.0427257440778885,1,1.0986122886681098,6.838542121142727,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
114,-0.04238594281992869,5.104436473296454,0,1.3862943611198906,4.444143409519382,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,10.27158153110853,0,1.0986122886681098,6.285256066922505,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,-0.04959214807526851,7.987118815062776,0,1.791759469228055,6.435653275715023,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,2.0427257440778885,1,1.0986122886681098,7.539935998993689,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
104,-0.04298439955578926,5.576298126651183,1,0.6931471805599453,5.054608523070654,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
123,-0.06360258940659172,4.060961901053334,2,0.6931471805599453,3.156278884346509,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57,-0.05471135938521298,7.245954608194154,1,0.6931471805599453,4.5023845742884,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,5.576298126651183,1,1.0986122886681098,6.879553378263925,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
109,-0.06460003838430968,2.0427257440778885,2,0.6931471805599453,6.959639853074309,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,-0.05093802597929888,6.022866377400789,1,0.0,5.830882275549437,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,-0.046722899633534806,5.576298126651183,1,1.0986122886681098,3.9055943076480215,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
71,-0.05199521614167322,7.245954608194154,1,0.6931471805599453,6.754465033369064,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16,-0.046722899633534806,4.060961901053334,2,0.6931471805599453,5.668732535805238,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
160,-0.04413029727684965,10.27158153110853,2,1.791759469228055,5.183437478994194,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,10.27158153110853,1,1.791759469228055,2.620211151156812,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,-0.060683521913799145,5.576298126651183,1,0.6931471805599453,1.5452331942640736,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
103,-0.04413029727684965,10.27158153110853,1,1.3862943611198906,5.530226477864899,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
114,-0.04238594281992869,10.27158153110853,1,1.791759469228055,6.959639853074309,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,-0.06466624215360443,5.104436473296454,2,0.6931471805599453,6.754465033369064,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,-0.05037676803674548,4.060961901053334,1,0.6931471805599453,7.037288709756777,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
36,-0.05037676803674548,7.245954608194154,0,0.6931471805599453,6.939853276653353,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
158,-0.06256069578472492,10.27158153110853,2,0.6931471805599453,4.384199449237762,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,-0.04238594281992869,10.27158153110853,1,0.6931471805599453,4.124933702466748,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
162,-0.06251765811800884,10.27158153110853,1,0.0,4.384199449237762,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,-0.06655292081621976,3.4699883298945324,2,0.6931471805599453,3.3737438300870375,1.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
90,-0.06466624215360443,2.0427257440778885,2,0.0,6.232975543013922,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,7.245954608194154,0,1.791759469228055,6.336429584329362,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,-0.06498891186914361,2.8095982716820473,2,0.0,4.614160650970413,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,-0.06304386642061029,10.27158153110853,1,1.0986122886681098,6.711347656185974,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,3.4699883298945324,1,0.6931471805599453,2.908761154075305,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,8.340146945171751,1,1.791759469228055,5.265304698915554,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,-0.06582272428503738,4.060961901053334,1,0.6931471805599453,3.8266430216040646,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
61,-0.045983474937016613,5.576298126651183,1,1.6094379124341003,5.265304698915554,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
103,-0.04413029727684965,6.448100708918908,1,0.6931471805599453,3.2682627375103257,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
